Date,Time,Deals,Price,Summ
01.06.2020,09:59:35.204,Sell,203.1,4
01.06.2020,09:59:35.204,Sell,203.1,31
01.06.2020,09:59:35.204,Buy,203.1,26
01.06.2020,09:59:35.204,Sell,203.1,2
01.06.2020,09:59:35.204,Buy,203.1,100
01.06.2020,09:59:35.204,Sell,203.1,376
01.06.2020,09:59:35.204,Buy,203.1,50
01.06.2020,09:59:35.204,Sell,203.1,10
01.06.2020,09:59:35.204,Buy,203.1,4
01.06.2020,09:59:35.204,Sell,203.1,7
01.06.2020,09:59:35.204,Buy,203.1,1
01.06.2020,09:59:35.204,Sell,203.1,119
01.06.2020,09:59:35.204,Buy,203.1,42
01.06.2020,09:59:35.204,Sell,203.1,50
01.06.2020,09:59:35.204,Buy,203.1,68
01.06.2020,09:59:35.204,Sell,203.1,2
01.06.2020,09:59:35.219,Buy,203.1,76
01.06.2020,09:59:35.219,Sell,203.1,400
01.06.2020,09:59:35.219,Buy,203.1,541
01.06.2020,09:59:35.219,Sell,203.1,7
01.06.2020,09:59:35.219,Buy,203.1,1266
01.06.2020,09:59:35.219,Sell,203.1,8
01.06.2020,09:59:35.219,Buy,203.1,760
01.06.2020,09:59:35.219,Sell,203.1,500
01.06.2020,09:59:35.219,Buy,203.1,417
01.06.2020,09:59:35.235,Buy,203.1,711
01.06.2020,09:59:35.235,Sell,203.1,75
01.06.2020,09:59:35.235,Buy,203.1,535
01.06.2020,09:59:35.235,Sell,203.1,500
01.06.2020,09:59:35.235,Buy,203.1,300
01.06.2020,09:59:35.235,Sell,203.1,795
01.06.2020,09:59:35.235,Buy,203.1,2
01.06.2020,09:59:35.235,Sell,203.1,1500
01.06.2020,09:59:35.235,Buy,203.1,10100
01.06.2020,09:59:35.235,Sell,203.1,1350
01.06.2020,09:59:35.235,Buy,203.1,3282
01.06.2020,09:59:35.235,Sell,203.1,100
01.06.2020,09:59:35.235,Buy,203.1,4677
01.06.2020,09:59:35.235,Sell,203.1,1320
01.06.2020,09:59:35.235,Buy,203.1,6354
01.06.2020,09:59:35.235,Sell,203.1,5000
01.06.2020,09:59:35.235,Buy,203.1,2028
01.06.2020,09:59:35.251,Buy,203.1,1377
01.06.2020,09:59:35.251,Sell,203.1,4200
01.06.2020,09:59:35.251,Buy,203.1,2
01.06.2020,09:59:35.251,Sell,203.1,950
01.06.2020,09:59:35.251,Buy,203.1,5035
01.06.2020,10:00:00.303,Sell,203.1,1
01.06.2020,10:00:00.365,Buy,203.14,4
01.06.2020,10:00:00.365,Buy,203.19,10
01.06.2020,10:00:00.428,Buy,203.19,18
01.06.2020,10:00:00.428,Buy,203.2,1
01.06.2020,10:00:00.428,Buy,203.22,10
01.06.2020,10:00:00.428,Buy,203.25,300
01.06.2020,10:00:00.428,Buy,203.28,2
01.06.2020,10:00:00.428,Buy,203.29,27
01.06.2020,10:00:00.428,Buy,203.31,101
01.06.2020,10:00:00.459,Buy,203.34,1
01.06.2020,10:00:00.459,Buy,203.35,3
01.06.2020,10:00:00.459,Buy,203.39,53
01.06.2020,10:00:00.459,Buy,203.43,5
01.06.2020,10:00:00.490,Sell,203.14,72
01.06.2020,10:00:00.490,Sell,203.1,228
01.06.2020,10:00:00.490,Buy,203.43,12
01.06.2020,10:00:00.553,Buy,203.4,106
01.06.2020,10:00:00.553,Buy,203.42,469
01.06.2020,10:00:00.553,Buy,203.43,396
01.06.2020,10:00:00.553,Sell,203.22,14
01.06.2020,10:00:00.553,Sell,203.21,79
01.06.2020,10:00:00.553,Sell,203.22,166
01.06.2020,10:00:00.553,Sell,203.23,46
01.06.2020,10:00:00.615,Sell,203.23,20
01.06.2020,10:00:00.615,Buy,203.41,294
01.06.2020,10:00:00.615,Buy,203.42,98
01.06.2020,10:00:00.615,Buy,203.43,2
01.06.2020,10:00:00.615,Sell,203.21,1
01.06.2020,10:00:00.662,Buy,203.43,23
01.06.2020,10:00:00.756,Buy,203.43,21
01.06.2020,10:00:00.756,Buy,203.44,297
01.06.2020,10:00:00.756,Buy,203.46,130
01.06.2020,10:00:00.756,Buy,203.47,738
01.06.2020,10:00:00.756,Buy,203.48,514
01.06.2020,10:00:00.803,Sell,203.21,26
01.06.2020,10:00:00.803,Sell,203.2,75
01.06.2020,10:00:00.803,Sell,203.19,118
01.06.2020,10:00:00.803,Sell,203.18,186
01.06.2020,10:00:00.803,Sell,203.17,845
01.06.2020,10:00:00.803,Buy,203.19,500
01.06.2020,10:00:00.912,Buy,203.47,11
01.06.2020,10:00:00.975,Buy,203.48,136
01.06.2020,10:00:00.975,Buy,203.49,251
01.06.2020,10:00:00.975,Buy,203.5,81
01.06.2020,10:00:00.975,Buy,203.52,294
01.06.2020,10:00:00.975,Buy,203.56,400
01.06.2020,10:00:00.975,Buy,203.58,7
01.06.2020,10:00:00.975,Buy,203.59,28
01.06.2020,10:00:00.975,Buy,203.6,101
01.06.2020,10:00:00.975,Buy,203.63,40
01.06.2020,10:00:00.975,Buy,203.64,50
01.06.2020,10:00:00.975,Buy,203.67,27
01.06.2020,10:00:00.975,Buy,203.68,493
01.06.2020,10:00:00.975,Buy,203.69,27
01.06.2020,10:00:00.975,Buy,203.7,103
01.06.2020,10:00:00.975,Buy,203.72,10
01.06.2020,10:00:00.975,Buy,203.74,730
01.06.2020,10:00:00.975,Buy,203.75,2005
01.06.2020,10:00:00.975,Buy,203.79,217
01.06.2020,10:00:00.975,Buy,203.78,101
01.06.2020,10:00:00.990,Buy,203.78,15
01.06.2020,10:00:00.990,Buy,203.44,100
01.06.2020,10:00:01.053,Buy,203.48,100
01.06.2020,10:00:01.053,Sell,203.22,3
01.06.2020,10:00:01.053,Buy,203.79,56
01.06.2020,10:00:01.069,Sell,203.22,1
01.06.2020,10:00:01.069,Buy,203.79,5
01.06.2020,10:00:01.069,Sell,203.22,1
01.06.2020,10:00:01.069,Buy,203.79,10
01.06.2020,10:00:01.209,Sell,203.22,51
01.06.2020,10:00:01.209,Buy,203.78,47
01.06.2020,10:00:01.209,Buy,203.79,178
01.06.2020,10:00:01.209,Buy,203.78,50
01.06.2020,10:00:01.209,Buy,203.79,61
01.06.2020,10:00:01.209,Buy,203.8,1142
01.06.2020,10:00:01.209,Buy,203.87,25
01.06.2020,10:00:01.209,Buy,203.88,750
01.06.2020,10:00:01.209,Buy,203.89,27
01.06.2020,10:00:01.209,Buy,203.9,5816
01.06.2020,10:00:01.256,Buy,203.44,2
01.06.2020,10:00:01.381,Sell,203.22,118
01.06.2020,10:00:01.381,Sell,203.21,10
01.06.2020,10:00:01.381,Sell,203.19,89
01.06.2020,10:00:01.381,Buy,203.5,1
01.06.2020,10:00:01.381,Sell,203.19,152
01.06.2020,10:00:01.381,Sell,203.18,69
01.06.2020,10:00:01.428,Sell,203.19,55
01.06.2020,10:00:01.428,Sell,203.2,30
01.06.2020,10:00:01.475,Buy,203.42,7
01.06.2020,10:00:01.537,Sell,203.22,2
01.06.2020,10:00:01.537,Buy,203.5,9
01.06.2020,10:00:01.537,Buy,203.6,100
01.06.2020,10:00:01.537,Buy,203.72,106
01.06.2020,10:00:01.537,Buy,203.74,72
01.06.2020,10:00:01.537,Buy,203.75,554
01.06.2020,10:00:01.537,Buy,203.79,750
01.06.2020,10:00:01.537,Buy,203.9,17
01.06.2020,10:00:01.537,Sell,203.22,1
01.06.2020,10:00:01.944,Sell,203.45,10
01.06.2020,10:00:01.944,Sell,203.36,106
01.06.2020,10:00:01.944,Sell,203.33,162
01.06.2020,10:00:01.944,Sell,203.34,106
01.06.2020,10:00:01.944,Sell,203.31,1209
01.06.2020,10:00:01.944,Sell,203.3,728
01.06.2020,10:00:01.944,Sell,203.21,2
01.06.2020,10:00:01.944,Sell,203.2,94
01.06.2020,10:00:01.944,Sell,203.18,62
01.06.2020,10:00:01.944,Sell,203.15,17
01.06.2020,10:00:01.944,Sell,203.14,700
01.06.2020,10:00:01.944,Sell,203.13,63
01.06.2020,10:00:01.944,Sell,203.11,732
01.06.2020,10:00:01.944,Sell,203.1,7467
01.06.2020,10:00:02.069,Sell,203.11,2
01.06.2020,10:00:02.147,Buy,203.14,1
01.06.2020,10:00:02.147,Buy,203.33,50
01.06.2020,10:00:02.147,Sell,203.13,3
01.06.2020,10:00:02.178,Sell,203.13,6
01.06.2020,10:00:02.178,Buy,203.17,5
01.06.2020,10:00:02.178,Sell,203.13,2
01.06.2020,10:00:02.194,Sell,203.13,176
01.06.2020,10:00:02.288,Sell,203.13,6
01.06.2020,10:00:02.288,Buy,203.58,1
01.06.2020,10:00:02.288,Buy,203.72,99
01.06.2020,10:00:02.288,Sell,203.12,25
01.06.2020,10:00:02.303,Sell,203.12,3
01.06.2020,10:00:02.303,Buy,203.7,120
01.06.2020,10:00:02.303,Buy,203.71,50
01.06.2020,10:00:02.303,Buy,203.72,21
01.06.2020,10:00:02.303,Buy,203.73,36
01.06.2020,10:00:02.303,Buy,203.74,106
01.06.2020,10:00:02.303,Buy,203.75,85
01.06.2020,10:00:02.303,Buy,203.77,79
01.06.2020,10:00:02.303,Buy,203.79,3
01.06.2020,10:00:02.303,Sell,203.12,1
01.06.2020,10:00:02.303,Sell,203.14,33
01.06.2020,10:00:02.381,Buy,203.55,20
01.06.2020,10:00:02.381,Buy,203.56,1
01.06.2020,10:00:02.381,Buy,203.55,10
01.06.2020,10:00:02.460,Sell,203.2,25
01.06.2020,10:00:02.460,Buy,203.55,1
01.06.2020,10:00:02.460,Buy,203.3,1
01.06.2020,10:00:02.460,Buy,203.55,20
01.06.2020,10:00:02.460,Buy,203.56,1
01.06.2020,10:00:02.460,Sell,203.4,750
01.06.2020,10:00:02.569,Buy,203.62,2
01.06.2020,10:00:02.569,Sell,203.2,1
01.06.2020,10:00:02.616,Buy,203.38,50
01.06.2020,10:00:02.616,Buy,203.58,55
01.06.2020,10:00:02.616,Buy,203.59,40
01.06.2020,10:00:02.616,Buy,203.6,5
01.06.2020,10:00:02.616,Buy,203.43,2
01.06.2020,10:00:02.616,Buy,203.63,28
01.06.2020,10:00:02.616,Buy,203.64,71
01.06.2020,10:00:02.678,Buy,203.43,3
01.06.2020,10:00:02.788,Buy,203.45,300
01.06.2020,10:00:02.788,Buy,203.5,70
01.06.2020,10:00:02.788,Buy,203.65,20
01.06.2020,10:00:02.788,Buy,203.68,2
01.06.2020,10:00:02.788,Buy,203.69,85
01.06.2020,10:00:02.788,Buy,203.71,106
01.06.2020,10:00:02.788,Buy,203.72,18
01.06.2020,10:00:02.788,Buy,203.74,569
01.06.2020,10:00:02.881,Buy,203.73,50
01.06.2020,10:00:02.881,Buy,203.74,50
01.06.2020,10:00:02.881,Sell,203.34,202
01.06.2020,10:00:02.881,Buy,203.7,50
01.06.2020,10:00:02.881,Buy,203.71,50
01.06.2020,10:00:02.881,Buy,203.43,1
01.06.2020,10:00:02.960,Buy,203.61,10
01.06.2020,10:00:02.960,Buy,203.66,70
01.06.2020,10:00:02.960,Buy,203.67,50
01.06.2020,10:00:02.960,Buy,203.69,72
01.06.2020,10:00:02.960,Buy,203.71,82
01.06.2020,10:00:02.960,Buy,203.72,68
01.06.2020,10:00:02.960,Buy,203.74,619
01.06.2020,10:00:02.960,Buy,203.75,29
01.06.2020,10:00:03.007,Buy,203.74,50
01.06.2020,10:00:03.007,Buy,203.75,47
01.06.2020,10:00:03.007,Buy,203.79,71
01.06.2020,10:00:03.007,Buy,203.89,332
01.06.2020,10:00:03.069,Sell,203.34,15
01.06.2020,10:00:03.069,Buy,203.88,1
01.06.2020,10:00:03.178,Buy,203.88,49
01.06.2020,10:00:03.178,Buy,203.89,351
01.06.2020,10:00:03.178,Sell,203.34,105
01.06.2020,10:00:03.178,Sell,203.33,50
01.06.2020,10:00:03.178,Sell,203.26,106
01.06.2020,10:00:03.178,Sell,203.24,174
01.06.2020,10:00:03.178,Sell,203.29,50
01.06.2020,10:00:03.178,Sell,203.28,52
01.06.2020,10:00:03.178,Sell,203.25,1415
01.06.2020,10:00:03.178,Sell,203.24,683
01.06.2020,10:00:03.178,Sell,203.23,1380
01.06.2020,10:00:03.178,Sell,203.22,3
01.06.2020,10:00:03.178,Sell,203.2,896
01.06.2020,10:00:03.178,Sell,203.19,10
01.06.2020,10:00:03.178,Sell,203.1,4595
01.06.2020,10:00:03.178,Sell,203.05,3277
01.06.2020,10:00:03.178,Sell,203.02,349
01.06.2020,10:00:03.178,Sell,203.01,650
01.06.2020,10:00:03.178,Sell,203.0,2176
01.06.2020,10:00:03.178,Sell,202.97,1964
01.06.2020,10:00:03.178,Buy,203.86,50
01.06.2020,10:00:03.178,Buy,203.87,106
01.06.2020,10:00:03.178,Buy,203.89,419
01.06.2020,10:00:03.225,Buy,203.13,1
01.06.2020,10:00:03.225,Sell,203.48,1
01.06.2020,10:00:03.225,Buy,203.48,4
01.06.2020,10:00:03.225,Buy,203.8,14
01.06.2020,10:00:03.225,Sell,203.21,2
01.06.2020,10:00:03.319,Sell,203.22,1
01.06.2020,10:00:03.319,Sell,203.31,1
01.06.2020,10:00:03.319,Buy,203.83,1
01.06.2020,10:00:03.319,Sell,203.8,500
01.06.2020,10:00:03.350,Sell,203.31,50
01.06.2020,10:00:03.350,Sell,203.29,2
01.06.2020,10:00:03.350,Sell,203.2,10
01.06.2020,10:00:03.350,Sell,203.0,38
01.06.2020,10:00:03.460,Buy,203.68,30
01.06.2020,10:00:03.460,Buy,203.49,30
01.06.2020,10:00:03.507,Buy,203.49,106
01.06.2020,10:00:03.507,Buy,203.51,114
01.06.2020,10:00:03.507,Buy,203.52,130
01.06.2020,10:00:03.819,Sell,203.22,10
01.06.2020,10:00:03.850,Buy,203.47,100
01.06.2020,10:00:03.850,Sell,203.24,50
01.06.2020,10:00:03.850,Sell,203.22,106
01.06.2020,10:00:03.850,Sell,203.21,42
01.06.2020,10:00:03.897,Sell,203.22,16
01.06.2020,10:00:04.100,Sell,203.22,34
01.06.2020,10:00:04.100,Sell,203.21,64
01.06.2020,10:00:04.100,Sell,203.19,1
01.06.2020,10:00:04.100,Sell,203.18,130
01.06.2020,10:00:04.100,Sell,203.12,116
01.06.2020,10:00:04.100,Sell,203.11,25
01.06.2020,10:00:04.100,Sell,203.09,93
01.06.2020,10:00:04.100,Sell,203.07,93
01.06.2020,10:00:04.100,Sell,203.05,100
01.06.2020,10:00:04.100,Sell,203.03,96
01.06.2020,10:00:04.100,Sell,202.99,469
01.06.2020,10:00:04.100,Buy,203.43,2
01.06.2020,10:00:04.100,Buy,203.45,2
01.06.2020,10:00:04.100,Buy,203.48,1
01.06.2020,10:00:04.100,Sell,203.19,1
01.06.2020,10:00:04.100,Sell,203.18,77
01.06.2020,10:00:04.100,Sell,203.19,16
01.06.2020,10:00:04.147,Sell,203.19,16
01.06.2020,10:00:04.257,Buy,203.48,100
01.06.2020,10:00:04.288,Buy,203.48,15
01.06.2020,10:00:04.288,Buy,203.49,40
01.06.2020,10:00:04.288,Buy,203.33,5
01.06.2020,10:00:04.460,Sell,203.22,50
01.06.2020,10:00:04.569,Buy,203.39,1
01.06.2020,10:00:04.569,Buy,203.47,50
01.06.2020,10:00:04.632,Buy,203.47,106
01.06.2020,10:00:04.632,Buy,203.49,21
01.06.2020,10:00:04.632,Buy,203.5,1007
01.06.2020,10:00:04.632,Buy,203.51,728
01.06.2020,10:00:04.632,Buy,203.56,294
01.06.2020,10:00:04.632,Buy,203.6,1
01.06.2020,10:00:04.632,Buy,203.64,294
01.06.2020,10:00:04.632,Buy,203.67,117
01.06.2020,10:00:04.632,Buy,203.68,416
01.06.2020,10:00:04.632,Buy,203.7,16
01.06.2020,10:00:04.694,Buy,203.68,10
01.06.2020,10:00:04.694,Buy,203.69,4
01.06.2020,10:00:04.757,Buy,203.46,2
01.06.2020,10:00:04.804,Buy,203.42,1
01.06.2020,10:00:04.898,Buy,203.66,10
01.06.2020,10:00:04.898,Buy,203.67,30
01.06.2020,10:00:05.741,Sell,203.44,15
01.06.2020,10:00:05.741,Buy,203.64,16
01.06.2020,10:00:05.741,Buy,203.62,5
01.06.2020,10:00:05.741,Buy,203.63,758
01.06.2020,10:00:05.741,Buy,203.64,278
01.06.2020,10:00:05.741,Buy,203.68,35
01.06.2020,10:00:05.788,Buy,203.69,200
01.06.2020,10:00:05.788,Buy,203.7,82
01.06.2020,10:00:05.882,Sell,203.52,100
01.06.2020,10:00:05.898,Sell,203.52,1
01.06.2020,10:00:05.976,Sell,203.52,56
01.06.2020,10:00:05.992,Sell,203.52,8
01.06.2020,10:00:05.992,Buy,203.73,8
01.06.2020,10:00:05.992,Sell,203.52,5
01.06.2020,10:00:05.992,Buy,203.73,5
01.06.2020,10:00:06.070,Buy,203.6,10
01.06.2020,10:00:06.163,Buy,203.73,187
01.06.2020,10:00:06.179,Sell,203.55,2
01.06.2020,10:00:06.179,Buy,203.74,2
01.06.2020,10:00:06.179,Buy,203.75,17
01.06.2020,10:00:06.179,Buy,203.77,81
01.06.2020,10:00:06.226,Sell,203.55,1
01.06.2020,10:00:06.288,Sell,203.55,1
01.06.2020,10:00:06.398,Sell,203.55,70
01.06.2020,10:00:06.726,Sell,203.57,34
01.06.2020,10:00:06.726,Sell,203.56,86
01.06.2020,10:00:06.726,Sell,203.54,158
01.06.2020,10:00:06.789,Sell,203.56,3
01.06.2020,10:00:07.007,Sell,203.62,250
01.06.2020,10:00:07.007,Sell,203.59,1
01.06.2020,10:00:07.007,Sell,203.52,50
01.06.2020,10:00:07.007,Sell,203.5,75
01.06.2020,10:00:07.007,Sell,203.47,8
01.06.2020,10:00:07.007,Sell,203.46,117
01.06.2020,10:00:07.007,Sell,203.45,100
01.06.2020,10:00:07.007,Sell,203.43,82
01.06.2020,10:00:07.007,Sell,203.36,107
01.06.2020,10:00:07.007,Sell,203.33,460
01.06.2020,10:00:07.007,Buy,203.75,89
01.06.2020,10:00:07.007,Buy,203.76,136
01.06.2020,10:00:07.007,Buy,203.77,3
01.06.2020,10:00:07.007,Buy,203.78,172
01.06.2020,10:00:07.054,Buy,203.55,100
01.06.2020,10:00:07.117,Sell,203.5,2
01.06.2020,10:00:07.117,Buy,203.5,198
01.06.2020,10:00:07.289,Buy,203.65,10
01.06.2020,10:00:07.289,Sell,203.41,1
01.06.2020,10:00:07.351,Sell,203.41,14
01.06.2020,10:00:07.679,Buy,203.63,95
01.06.2020,10:00:07.679,Buy,203.64,69
01.06.2020,10:00:07.679,Buy,203.65,105
01.06.2020,10:00:07.679,Buy,203.67,91
01.06.2020,10:00:07.679,Buy,203.68,460
01.06.2020,10:00:07.679,Buy,203.7,95
01.06.2020,10:00:07.679,Buy,203.74,85
01.06.2020,10:00:07.679,Sell,203.4,2
01.06.2020,10:00:07.679,Buy,203.69,6
01.06.2020,10:00:07.758,Buy,203.7,10
01.06.2020,10:00:07.758,Buy,203.72,5
01.06.2020,10:00:07.820,Sell,203.6,100
01.06.2020,10:00:07.820,Buy,203.49,5000
01.06.2020,10:00:07.820,Sell,203.47,8
01.06.2020,10:00:08.211,Sell,203.5,44
01.06.2020,10:00:08.695,Buy,203.69,2
01.06.2020,10:00:08.695,Buy,203.7,75
01.06.2020,10:00:08.695,Buy,203.72,8
01.06.2020,10:00:08.695,Buy,203.74,75
01.06.2020,10:00:08.695,Buy,203.75,240
01.06.2020,10:00:08.711,Buy,203.75,15
01.06.2020,10:00:08.867,Buy,203.74,30
01.06.2020,10:00:09.367,Buy,203.74,50
01.06.2020,10:00:09.367,Sell,203.56,1
01.06.2020,10:00:09.539,Sell,203.58,7
01.06.2020,10:00:09.805,Sell,203.61,1
01.06.2020,10:00:09.805,Sell,203.58,3
01.06.2020,10:00:09.805,Sell,203.55,1
01.06.2020,10:00:09.961,Sell,203.58,80
01.06.2020,10:00:10.008,Sell,203.58,70
01.06.2020,10:00:10.305,Sell,203.58,61
01.06.2020,10:00:10.430,Buy,203.61,1
01.06.2020,10:00:10.430,Buy,203.72,195
01.06.2020,10:00:10.492,Buy,203.74,195
01.06.2020,10:00:10.492,Buy,203.75,641
01.06.2020,10:00:10.524,Buy,203.75,5
01.06.2020,10:00:10.524,Sell,203.6,1
01.06.2020,10:00:10.649,Buy,203.75,102
01.06.2020,10:00:10.696,Sell,203.6,1
01.06.2020,10:00:10.696,Buy,203.75,1
01.06.2020,10:00:10.696,Buy,203.7,2
01.06.2020,10:00:10.774,Sell,203.62,1
01.06.2020,10:00:10.774,Sell,203.6,1
01.06.2020,10:00:10.852,Sell,203.6,20
01.06.2020,10:00:10.852,Buy,203.7,8
01.06.2020,10:00:10.852,Buy,203.75,96
01.06.2020,10:00:10.852,Buy,203.78,3
01.06.2020,10:00:11.008,Buy,203.78,14
01.06.2020,10:00:11.024,Buy,203.78,151
01.06.2020,10:00:11.102,Sell,203.66,1
01.06.2020,10:00:11.164,Sell,203.64,24
01.06.2020,10:00:11.399,Sell,203.7,5
01.06.2020,10:00:11.493,Sell,203.7,5
01.06.2020,10:00:11.524,Sell,203.7,5
01.06.2020,10:00:11.805,Sell,203.68,2
01.06.2020,10:00:11.915,Sell,203.67,1
01.06.2020,10:00:11.915,Sell,203.64,4
01.06.2020,10:00:11.977,Buy,203.7,50
01.06.2020,10:00:11.977,Buy,203.78,33
01.06.2020,10:00:12.149,Sell,203.65,1
01.06.2020,10:00:12.337,Sell,203.71,1
01.06.2020,10:00:12.337,Sell,203.66,15
01.06.2020,10:00:12.571,Sell,203.68,49
01.06.2020,10:00:12.571,Sell,203.67,98
01.06.2020,10:00:12.571,Sell,203.65,86
01.06.2020,10:00:12.571,Sell,203.64,1
01.06.2020,10:00:12.571,Sell,203.62,3
01.06.2020,10:00:12.571,Sell,203.63,30
01.06.2020,10:00:12.915,Sell,203.63,1
01.06.2020,10:00:12.946,Buy,203.77,3
01.06.2020,10:00:12.946,Buy,203.78,11
01.06.2020,10:00:13.446,Sell,203.69,103
01.06.2020,10:00:13.446,Sell,203.68,1
01.06.2020,10:00:13.759,Sell,203.68,870
01.06.2020,10:00:13.806,Buy,203.78,5
01.06.2020,10:00:13.884,Sell,203.68,78
01.06.2020,10:00:13.884,Sell,203.67,1236
01.06.2020,10:00:13.884,Sell,203.66,10
01.06.2020,10:00:13.884,Sell,203.65,788
01.06.2020,10:00:13.884,Sell,203.64,101
01.06.2020,10:00:13.884,Sell,203.63,592
01.06.2020,10:00:13.884,Sell,203.62,100
01.06.2020,10:00:13.884,Sell,203.61,193
01.06.2020,10:00:13.884,Sell,203.6,300
01.06.2020,10:00:13.884,Buy,203.6,575
01.06.2020,10:00:13.884,Sell,203.58,190
01.06.2020,10:00:13.884,Buy,203.6,336
01.06.2020,10:00:13.884,Sell,203.56,260
01.06.2020,10:00:13.884,Sell,203.55,85
01.06.2020,10:00:13.884,Buy,203.6,260
01.06.2020,10:00:13.884,Buy,203.59,7
01.06.2020,10:00:13.884,Sell,203.53,1
01.06.2020,10:00:13.884,Buy,203.6,3
01.06.2020,10:00:13.978,Buy,203.6,50
01.06.2020,10:00:14.103,Sell,203.52,203
01.06.2020,10:00:14.103,Sell,203.49,2
01.06.2020,10:00:14.149,Buy,203.6,1
01.06.2020,10:00:14.868,Buy,203.6,48
01.06.2020,10:00:14.884,Buy,203.6,15
01.06.2020,10:00:14.915,Buy,203.6,11
01.06.2020,10:00:14.931,Buy,203.6,1143
01.06.2020,10:00:14.962,Buy,203.6,64
01.06.2020,10:00:14.978,Buy,203.6,40
01.06.2020,10:00:15.056,Buy,203.6,540
01.06.2020,10:00:15.118,Buy,203.6,516
01.06.2020,10:00:15.212,Sell,203.58,15
01.06.2020,10:00:15.228,Sell,203.57,16
01.06.2020,10:00:15.228,Sell,203.53,100
01.06.2020,10:00:15.228,Sell,203.52,124
01.06.2020,10:00:15.228,Buy,203.55,255
01.06.2020,10:00:15.243,Sell,203.62,1300
01.06.2020,10:00:15.462,Sell,203.52,30
01.06.2020,10:00:15.806,Sell,203.52,70
01.06.2020,10:00:15.806,Sell,203.51,100
01.06.2020,10:00:15.806,Sell,203.5,114
01.06.2020,10:00:15.806,Buy,203.5,237
01.06.2020,10:00:15.853,Sell,203.52,200
01.06.2020,10:00:16.072,Sell,203.49,570
01.06.2020,10:00:16.072,Sell,203.44,100
01.06.2020,10:00:16.072,Sell,203.43,383
01.06.2020,10:00:16.072,Sell,203.42,100
01.06.2020,10:00:16.072,Sell,203.41,100
01.06.2020,10:00:16.134,Sell,203.4,30
01.06.2020,10:00:16.181,Sell,203.5,40
01.06.2020,10:00:16.509,Sell,203.4,5
01.06.2020,10:00:16.713,Buy,203.49,50
01.06.2020,10:00:16.838,Sell,203.41,570
01.06.2020,10:00:16.838,Sell,203.4,10
01.06.2020,10:00:16.838,Sell,203.39,100
01.06.2020,10:00:16.838,Sell,203.38,100
01.06.2020,10:00:16.838,Sell,203.37,194
01.06.2020,10:00:16.838,Buy,203.47,3
01.06.2020,10:00:17.041,Sell,203.37,100
01.06.2020,10:00:17.041,Sell,203.36,102
01.06.2020,10:00:17.041,Sell,203.35,100
01.06.2020,10:00:17.041,Sell,203.34,100
01.06.2020,10:00:17.041,Sell,203.3,10
01.06.2020,10:00:17.353,Sell,203.31,10
01.06.2020,10:00:17.353,Sell,203.29,25
01.06.2020,10:00:17.666,Buy,203.41,101
01.06.2020,10:00:17.760,Sell,203.35,1
01.06.2020,10:00:17.838,Buy,203.41,105
01.06.2020,10:00:18.010,Sell,203.34,11
01.06.2020,10:00:18.182,Sell,203.35,50
01.06.2020,10:00:18.354,Sell,203.35,12
01.06.2020,10:00:18.447,Buy,203.46,6
01.06.2020,10:00:18.494,Sell,203.41,1
01.06.2020,10:00:18.572,Buy,203.46,50
01.06.2020,10:00:18.619,Buy,203.46,20
01.06.2020,10:00:18.666,Buy,203.46,14
01.06.2020,10:00:18.666,Buy,203.48,6
01.06.2020,10:00:18.901,Sell,203.38,200
01.06.2020,10:00:18.901,Buy,203.4,10
01.06.2020,10:00:18.901,Buy,203.48,87
01.06.2020,10:00:18.901,Buy,203.51,178
01.06.2020,10:00:19.088,Sell,203.42,1
01.06.2020,10:00:19.276,Sell,203.42,15
01.06.2020,10:00:19.369,Buy,203.46,5
01.06.2020,10:00:19.369,Buy,203.5,2
01.06.2020,10:00:19.494,Buy,203.52,91
01.06.2020,10:00:19.494,Buy,203.55,76
01.06.2020,10:00:19.494,Buy,203.56,333
01.06.2020,10:00:19.588,Sell,203.52,50
01.06.2020,10:00:19.729,Buy,203.55,5
01.06.2020,10:00:19.729,Sell,203.44,2
01.06.2020,10:00:20.057,Sell,203.49,1
01.06.2020,10:00:20.073,Sell,203.47,1
01.06.2020,10:00:20.104,Sell,203.47,100
01.06.2020,10:00:20.229,Sell,203.47,1
01.06.2020,10:00:20.401,Sell,203.47,8
01.06.2020,10:00:20.401,Sell,203.46,176
01.06.2020,10:00:20.495,Buy,203.55,2
01.06.2020,10:00:20.682,Buy,203.55,19
01.06.2020,10:00:20.682,Sell,203.51,1
01.06.2020,10:00:20.901,Buy,203.57,50
01.06.2020,10:00:20.948,Buy,203.57,4
01.06.2020,10:00:21.026,Buy,203.57,1
01.06.2020,10:00:21.464,Buy,203.58,642
01.06.2020,10:00:21.464,Buy,203.59,159
01.06.2020,10:00:21.464,Sell,203.5,67
01.06.2020,10:00:21.464,Sell,203.52,5
01.06.2020,10:00:21.510,Buy,203.55,25
01.06.2020,10:00:21.510,Buy,203.59,12
01.06.2020,10:00:21.589,Buy,203.59,284
01.06.2020,10:00:21.589,Buy,203.6,1785
01.06.2020,10:00:21.667,Buy,203.6,20
01.06.2020,10:00:21.667,Sell,203.54,50
01.06.2020,10:00:21.745,Sell,203.52,20
01.06.2020,10:00:21.745,Buy,203.6,260
01.06.2020,10:00:21.760,Sell,203.56,250
01.06.2020,10:00:21.760,Sell,203.54,50
01.06.2020,10:00:21.760,Sell,203.53,570
